"category","imageURL","title","description","bestSeller","stars","ratings","noOfStudents","author","language","orgPrice","currPrice","courseIncludes","learn","audience"
"design","https://img-b.udemycdn.com/course/240x135/874012_c7f2_3.jpg?secure=VebBG1YqxzKgwi7Ibs5QjQ%3D%3D%2C1620443050","The Ultimate Drawing Course - Beginner to Advanced","Learn the #1 most important building block of all art",true,4.6,"106,828","437,795","Jaysen Batchelor","English","8,640",455,"[{\"Icon\":\"Video\",\"title\":\"11 hours on-demand video\"},{\"Icon\":\"Article\",\"title\":\"5 articles\"},{\"Icon\":\"Download\",\"title\":\"4 downloadable resources\"},{\"Icon\":\"Lifetime\",\"title\":\"Full lifetime access\"},{\"Icon\":\"Mobile\",\"title\":\"Access on mobile and TV\"},{\"Icon\":\"Certificate\",\"title\":\"Certificate of completion\"}]","[\"Draw objects out of your head\",\"Draw realistic light and shadow\",\"Understand the fundamentals of art\",\"Draw perspective drawings\",\"Draw the human face and figure\"]","[\"Students wanting to learn how to draw\",\"Students willing to put in a couple hours to learn how to draw\",\"Students willing to take action and start drawing amazing artwork\",\"Students wanting to add another skill to their tool belt\"]"
"design","https://img-a.udemycdn.com/course/240x135/1259404_72d4_7.jpg?5JY1EAo_RIpjkAAPkvSpy3CqTgWMTxbVA-nWew-37uiTYc7Gc3woMd8kP0XZI6xSiQtm1ceWksYWvorr5vd3uAsrzt8Y8L7lzcbpEgASLJIz1XfnGnsruvcekqPSLLLL","Character Art School: Complete Character Drawing Course","Learn How to Draw People and Character Designs Professionally, Drawing for Animation, Comics, Cartoons, Games and More!",true,4.5,"56,754","253,884","Scott Harris","English","8,640",455,"[{\"Icon\":\"Video\",\"title\":\"26.5 hours on-demand video\"},{\"Icon\":\"Article\",\"title\":\"18 articles\"},{\"Icon\":\"Download\",\"title\":\"25 downloadable resources\"},{\"Icon\":\"Lifetime\",\"title\":\"Full lifetime access\"},{\"Icon\":\"Mobile\",\"title\":\"Access on mobile and TV\"},{\"Icon\":\"Certificate\",\"title\":\"Certificate of completion\"}]","[\"How to Draw Characters Well\",\"How to Draw Out of Your Head Fast\",\"How to Draw in 3D\",\"How to Draw Faces, Bodies and Hands\",\"How to Draw like a Professional Artist\",\"How to Draw Characters for Games, Films, Animation, Manga, Comics and More\",\"Draw with Pencils and Paper or Digital Art Tools\",\"Utilize the included 7GB of Free Art Resources\"]","[\"Anyone who wants to learn to draw characters well, in any style\",\"Individuals who love character art, from Video Game Art, to Animation, Comics, Manga and more\"]"
"design","https://img-a.udemycdn.com/course/240x135/438522_500f_6.jpg?NT4Wsj-3h-3bUeIeCI8wK86BiWSXeJL6phaI7r8XgGeZrxC59jpYX4SLkH6uRivO2d2xKtFHILHUV9eJpUFMOrU9xauKEotaQNj5yRG2Jw-GccJSTSn4NnpbKCLg_mg","Complete Blender Creator: Learn 3D Modelling for Beginners","Use Blender to Create Beautiful 3D models for Video Games, 3D Printing & More. Beginners Level Course",true,4.7,"44,777","226,790","GameDev.tv Team","English","8,640",455,"[{\"Icon\":\"Video\",\"title\":\"36.5 hours on-demand video\"},{\"Icon\":\"Article\",\"title\":\"3 articles\"},{\"Icon\":\"Download\",\"title\":\"21 downloadable resources\"},{\"Icon\":\"Lifetime\",\"title\":\"Full lifetime access\"},{\"Icon\":\"Mobile\",\"title\":\"Access on mobile and TV\"},{\"Icon\":\"Certificate\",\"title\":\"Certificate of completion\"}]","[\"Use Blender and understand it's interface\",\"Understand the principles of modelling\",\"Create 3D models with simple colors\",\"Learn the basics of animation\",\"Create your own materials\",\"UV map and unwrap your models\"]","[\"Competent and confident with using a computer.\",\"Artists who want to learn to bring their assets alive.\",\"Game Developers who wish to expand their Skill Set.\",\"Complete beginners who are willing to work hard.\"]"
"design","https://img-a.udemycdn.com/course/240x135/1046722_cbd7_6.jpg?-HAXYcbUHLNKz9JgHZWbXW03noKGips8gZkQeKYG_mgsccNO4AScJQG96H7_GDVT0ICGbObCrRjGjVFURoy5hg4HyeBr8jSnP8BE3cN0c4G6h6SN1hIp_v6MDDsrtY6h","Ultimate Adobe Photoshop Training: From Beginner to Pro","Master Adobe Photoshop CC 2021 without any previous knowledge with this easy-to-follow course",false,4.6,"23,535","136,382","Cristian Doru Barin","English","8,640",455,"[{\"Icon\":\"Video\",\"title\":\"15 hours on-demand video\"},{\"Icon\":\"Article\",\"title\":\"2 articles\"},{\"Icon\":\"Download\",\"title\":\"236 downloadable resources\"},{\"Icon\":\"Lifetime\",\"title\":\"Full lifetime access\"},{\"Icon\":\"Mobile\",\"title\":\"Access on mobile and TV\"},{\"Icon\":\"Certificate\",\"title\":\"Certificate of completion\"}]","[\"Design icons, business cards, illustrations, and characters\",\"Clean up face imperfections, improve and repair photos\",\"Use creative effects to design stunning text styles\",\"Remove people or objects from photos\",\"Cut away a person from their background\",\"Master selections, layers, and working with the layers panel\"]","[\"This course is perfect for beginner-level Photoshop users.\",\"If you’re an intermediate or advanced user, please check out my curriculum especially the practice activities and assignments to see if this course is a good fit for you.\",\"This course is not for students who want to learn about one particular topic in depth, for example, painting with brushes in Photoshop. Instead, this is a comprehensive course that gives you a solid foundation on all the major topics in Photoshop.\"]"
"design","https://img-a.udemycdn.com/course/240x135/1197206_7201_4.jpg?u8RNy_gRzg-KGncNOy7tn1gdpIf6HZTaBx4BHzdQYfdZ6pjSLaO2UoahEeObQzQ2XmStrjPV6ZyKBaH0_KL7HTI2UQbMPRQ-EAXVhWjjQBQh8kzZZ6KlGz4BpmbmXY_l","Illustrator 2021 MasterClass","Master Adobe Illustrator with this in-depth training for all levels.",false,4.5,"28,667","129,762","Martin Perhiniak","English","8,640",455,"[{\"Icon\":\"Video\",\"title\":\"13 hours on-demand video\"},{\"Icon\":\"Article\",\"title\":\"2 articles\"},{\"Icon\":\"Download\",\"title\":\"8 downloadable resources\"},{\"Icon\":\"Lifetime\",\"title\":\"Full lifetime access\"},{\"Icon\":\"Mobile\",\"title\":\"Access on mobile and TV\"},{\"Icon\":\"Certificate\",\"title\":\"Certificate of completion\"}]","[\"Designing logos\",\"Creating vector illustrations\",\"Turning photographs into vector artwork\",\"Vectorizing and colorizing traced hand drawings\",\"Preparing graphics for web and print\",\"Designing infographics\",\"Working with type in creative ways\",\"Mastering advanced Illustrator tools and techniques\",\"Learn useful keyboard shortcuts and best practices\",\"Practice everything you learn with provided Exercise Files\",\"Test your knowledge with quizzes at the end of each chapter\",\"Learn Illustrator from the start the way a professional would use it\"]","[\"This course is aimed at anyone who wants to get into the creative industry and gain a rock solid foundation of Illustrator.\",\"Although it is providing a beginner to intermediate level learning experience it can be useful for experienced Illustrator users too as there are many self-taught users who are missing out on a lot of techniques and features.\"]"
"development","https://img-b.udemycdn.com/course/240x135/533682_c10c_4.jpg?secure=CFxsvCEBF6WTurEvPPwqdQ%3D%3D%2C1620446967","Java Programming Masterclass for Software Developers","Learn Java In This Course And Become a Computer Programmer. Obtain valuable Core Java Skills And Java Certification",true,4.6,"138,881","568,607","Tim Buchalka","English","8,640",455,"[{\"Icon\":\"Video\",\"title\":\"80 hours on-demand video\"},{\"Icon\":\"Article\",\"title\":\"3 articles\"},{\"Icon\":\"Download\",\"title\":\"1 downloadable resources\"},{\"Icon\":\"Lifetime\",\"title\":\"Full lifetime access\"},{\"Icon\":\"Mobile\",\"title\":\"Access on mobile and TV\"},{\"Icon\":\"Certificate\",\"title\":\"Certificate of completion\"}]","[\"Learn the core Java skills needed to apply for Java developer positions in just 14 hours.\",\"Be able to sit for and pass the Oracle Java Certificate exam if you choose.\",\"Be able to demonstrate your understanding of Java to future employers.\",\"Learn industry 'best practices' in Java software development from a professional Java developer who has worked in the language for 18 years.\",\"Acquire essential java basics for transitioning to the Spring Framework, Java EE, Android development and more.\"]","[\"This course is perfect for absolute beginners with no previous coding experience, to intermediates looking to sharpen their skills to the expert level.\",\"Those looking to build creative and advanced Java apps for either personal use or for high-paying clients as a self-employed contractor.\",\"Those who love letting their own creative genius shine, whilst getting paid handsome amounts to do so.\"]"
"development","https://img-a.udemycdn.com/course/240x135/756150_c033_2.jpg?6fYpFRPbKgePhJE88ofDe2j59Q_zqGdxmCsnu8pxeb0PS5ealRxyxBKv2xRNLXEkhL9SY10Jty7rgXJVJisgEPOf3wStRF3IRvKq-RgOOpavl4d2qdRwp35znCSXFhA","Angular - The Complete Guide (2021 Edition)","Master Angular 10 (formerly Angular 2) and build awesome, reactive web apps with the successor of Angular.js",true,4.6,"143,997","480,739","Maximilian Schwarzmuller","English","8,640",455,"[{\"Icon\":\"Video\",\"title\":\"34 hours on-demand video\"},{\"Icon\":\"Article\",\"title\":\"42 articles\"},{\"Icon\":\"Download\",\"title\":\"147 downloadable resources\"},{\"Icon\":\"Lifetime\",\"title\":\"Full lifetime access\"},{\"Icon\":\"Mobile\",\"title\":\"Access on mobile and TV\"},{\"Icon\":\"Certificate\",\"title\":\"Certificate of completion\"}]","[\"Develop modern, complex, responsive and scalable web applications with Angular 11\",\"Fully understand the architecture behind an Angular application and how to use it\",\"Use the gained, deep understanding of the Angular fundamentals to quickly establish yourself as a frontend developer\",\"Create single-page applications with one of the most modern JavaScript frameworks out there\"]","[\"Newcomer as well as experienced frontend developers interested in learning a modern JavaScript framework\",\"This course is for everyone interested in learning a state-of-the-art frontend JavaScript framework\",\"Taking this course will enable you to be amongst the first to gain a very solid understanding of Angular.\"]"
"Digital Marketing","https://img-b.udemycdn.com/course/240x135/914296_3670_8.jpg?secure=1XNWMuujY-cVZ8Wi9hcNgA%3D%3D%2C1620446967","The Complete Digital Marketing Course - 12 Courses in 1","Master Digital Marketing Strategy, Social Media Marketing, SEO, YouTube, Email, Facebook Marketing, Analytics & More!",true,4.5,"132,725","570,398","Rob Percival","English","8,640",455,"[{\"Icon\":\"Video\",\"title\":\"22.5 hours on-demand video\"},{\"Icon\":\"Article\",\"title\":\"36 articles\"},{\"Icon\":\"Download\",\"title\":\"10 downloadable resources\"},{\"Icon\":\"Lifetime\",\"title\":\"Full lifetime access\"},{\"Icon\":\"Mobile\",\"title\":\"Access on mobile and TV\"},{\"Icon\":\"Certificate\",\"title\":\"Certificate of completion\"}]","[\"Grow a Business Online From Scratch\",\"Make Money as an Affiliate Marketer\",\"Land a High-Paying Job in Digital Marketing\",\"Work From Home as a Freelance Marketer\"]","[\"Pre launch business owners who don't know where to get started\",\"Website owners who are struggling to get traffic and sales\",\"Anyone looking to start a pick up highly paid freelancing skills\"]"
"Digital Marketing","https://img-a.udemycdn.com/course/240x135/671544_9613_5.jpg?wruxA1BmSXkGzDITnmRUdj1NLE4xaW2qaeHJ4XcfvnYGAVhQE6GKgMWqjyNChPBesDVfJsf_fPCaR_1TJpu0yNDvmLjonPAT9xR3KFpocoFvf_ai7bHFhY69VjmSWDs","Ultimate Google Ads Training 2020: Profit with Pay Per Click","Google Ads 2020: How our clients have transformed their sales using Google Ads & get your Google Ads certification!",true,4.6,"43,448","175,614","Isaac Rudansky","English","8,640",455,"[{\"Icon\":\"Video\",\"title\":\"22.5 hours on-demand video\"},{\"Icon\":\"Article\",\"title\":\"4 articles\"},{\"Icon\":\"Download\",\"title\":\"10 downloadable resources\"},{\"Icon\":\"Lifetime\",\"title\":\"Full lifetime access\"},{\"Icon\":\"Mobile\",\"title\":\"Access on mobile and TV\"},{\"Icon\":\"Certificate\",\"title\":\"Certificate of completion\"}]","[\"Drive Consistent, Round-The-Clock Traffic To Your Website or Landing Page\",\"Use Conversion Tracking To Determine The Value Of Your Ad Campaigns\",\"Create, Develop and Optimize Your Own Profitable Google AdWords Campaigns\",\"Remarket to Your Previous Website Visitors To Get Them Coming Back To Your Site\",\"Advertise Your Products And Services Online Effectively\",\"Monetize The More Than 6 Billion Daily Searches On Google\",\"Boost Traffic and Increase Sales to Your Website\"]","[\"Anyone who wants to master the world's most powerful and popular advertising platform\",\"Small Business Owners who want to increase their sales and revenue through their webiste\",\"Entrepreneurs who want to leverage the power of the world's most advanced advertising platform to their competitive advantage\",\"Marketing professionals who want a deeper understanding of the dynamics of the AdWords auction and step by step instruction how they can succeed with AdWords\",\"Students who want to develop a set of professional marketing skills\",\"Beginners and more advanced AdWords users who want a closer look at how to set up search campaigns and remarketing ads the right way\",\"This course is NOT for you if you are not ready to take your online advertising and marketing seriously\",\"If you have ANY product or service that you want to promote, advertise or sell online, this course will give you the best tools and skills to succeed\"]"
"Digital Marketing","https://img-a.udemycdn.com/course/240x135/403314_b091_3.jpg?dzYO1sfrjFCUZVdXQ5mUsr2y8cMt1vJ9ZCM9oYu0sPqOra663QQn1j6jfqNkkchNCJ0ACyMZnI36oG6jmhio_rkra-5q5sygmztY7fDurTzRd-vB574nlaAxlXJrKhE","Facebook Ads & Facebook Marketing MASTERY 2021 | Coursenvy ®","Facebook Marketing from beginner to advanced! Join 100,000+ students who MASTERED Facebook and are Facebook Ads experts!",true,4.4,"27,357","176,363","Course Envy","English","8,640",455,"[{\"Icon\":\"Video\",\"title\":\"12 hours on-demand video\"},{\"Icon\":\"Article\",\"title\":\"38 articles\"},{\"Icon\":\"Download\",\"title\":\"37 downloadable resources\"},{\"Icon\":\"Lifetime\",\"title\":\"Full lifetime access\"},{\"Icon\":\"Mobile\",\"title\":\"Access on mobile and TV\"},{\"Icon\":\"Certificate\",\"title\":\"Certificate of completion\"}]","[\"Connect with new audiences and lower your ad costs via Facebook Ads!\",\"Mass post quickly to various social media networks!\",\"MASTER Facebook Ads Manager!\",\"Implement the Facebook Pixel and advanced tracking strategies.\",\"MASTER your sales funnel... awareness, retargeting, and conversion!\",\"Average $0.01 per engagement/like/click with my Facebook ad strategies!\",\"Use the advanced features available in Facebook Business Manager.\",\"MASTER Facebook Marketing all in one course!\"]","[\"Small business owners\",\"Bloggers, Influencers, Public Figures\",\"Online marketers and marketing reps\",\"Advertising managers\",\"Corporations\",\"ANYONE looking to MASTER Facebook Marketing!\",\"ANYONE looking to MASTER Facebook Ads!\",\"ANYONE looking for the most highly targeted and cheapest advertising strategies via Facebook Ads!\"]"
"Digital Marketing","https://img-a.udemycdn.com/course/240x135/484606_5721_16.jpg?zlZifPeDEg8UX4NCFojIBtYnQOvuHbThOLBMZhb7molS7EFHyuty9R1FUI-ejz3m2vjWy8YgsnvesE7B3gS6llitH5gtuGCQLkykx4qtm2sPxL9EousRFPfZcNfy_BC7","Instagram Marketing 2021: Complete Guide To Instagram Growth","Attract Hyper-Targeted Instagram Followers, Convert Followers to Paying Customers, & Expand your Brand Using Instagram",true,4.5,"28,638","147,779","Benjamin Wilson","English","8,640",455,"[{\"Icon\":\"Video\",\"title\":\"7.5 hours on-demand video\"},{\"Icon\":\"Article\",\"title\":\"1 articles\"},{\"Icon\":\"Download\",\"title\":\"9 downloadable resources\"},{\"Icon\":\"Lifetime\",\"title\":\"Full lifetime access\"},{\"Icon\":\"Mobile\",\"title\":\"Access on mobile and TV\"},{\"Icon\":\"Certificate\",\"title\":\"Certificate of completion\"}]","[\"Have a powerful Instagram account setup for your Business or personal that you can build your brand and convert your followers into paying customers.\",\"Attract 10,000 real targeted followers to your Instagram account!\",\"Convert your new Instagram followers to long-term loyal paying customers who love your business!\",\"What sets this apart from other Instagram management & marketing courses is that by the end of this course - you will know all the strategies for you to grow your followers and convert your successful Instagram statistics into sales and loyal fans!\",\"We are up to date with all the new Instagram features and will guide you step by step on how to utilise these functions to grow your account and market your business.\"]","[\"This Instagram course is suitable for Businesses and Personal users who are new to Instagram or those who have less than 10,000 Instagram followers.\",\"In this course you will conquer and implement all the powerful and proven marketing strategies available. You will grow your Instagram account through our clear step by step strategies converting your followers to paying customers.\",\"This course is necessary for everyone who want to grow their Instagram followers, become proficient at all the marketing tools available and keep up to date with all of the new Instagram features.\"]"
"Digital Marketing","https://img-a.udemycdn.com/course/240x135/573984_ce2a_3.jpg?pG4jQnJbA0gEEv_ZfS0EazF-1bAPC9Ubu31SSV2bj_RV6ryDi7Wck5NQ6prH5t4HN0rwnz_fXLtu1U-9C2CCcNV7XBgs7nSxPFTkUzXqja9vDRUAKusFTeLU7j1VlTs","Social Media Marketing MASTERY | Learn Ads on 10+ Platforms","MASTER online marketing on Twitter, Pinterest, Instagram, YouTube, Facebook, Google and more ad platforms! Coursenvy ®",true,4.4,"14,415","94,293","Course Envy","English","8,640",455,"[{\"Icon\":\"Video\",\"title\":\"9.5 hours on-demand video\"},{\"Icon\":\"Article\",\"title\":\"38 articles\"},{\"Icon\":\"Download\",\"title\":\"28 downloadable resources\"},{\"Icon\":\"Lifetime\",\"title\":\"Full lifetime access\"},{\"Icon\":\"Mobile\",\"title\":\"Access on mobile and TV\"},{\"Icon\":\"Certificate\",\"title\":\"Certificate of completion\"}]","[\"Understand everything about Social Media Marketing!\",\"Create highly optimized and high quality paid ads on all Social Media platforms.\",\"Learn Instagram Marketing A-Z and how to monetize the social platform.\",\"Learn Twitter Marketing strategies for LASER focused ads.\",\"MASTER YouTube marketing, including: layout, content creation, and video ads!\",\"Optimize your LinkedIn profile and use LinkedIn ads to grow your business.\",\"Use Web 2.0 blogs to further expand your reach with SEO and content marketing.\",\"Learn social media marketing posting automation via IFTTT.\",\"Learn the power of Pinterest promoted pins and ALL the Pinterest Marketing strategies we implement for our clients!\",\"Use Google Business to benefit your local business and help your Search Engine Optimization.\",\"Become a Facebook Ads Expert!\"]","[\"ANYONE looking to MASTER the most highly targeted and cheapest advertising strategies online!\",\"New or Advanced MARKETERS looking to learn how to create ads on all the social media networks!\",\"Business Owners\",\"Influencers / Bloggers / Celebs / Public Figures\",\"Social Media Marketing Employees\"]"
"IT and Software","https://img-a.udemycdn.com/course/240x135/362328_91f3_10.jpg?CguyBVWzDreADQ59vJhb0VSvV8iIkXfdN_EecfldQNxLm-9OhHnkBuKAcv9whva7O1NrJcqZB8Cfk_9ZVcb4e7WCXQ3BSXhxoy7lqByhQPQrrxDOt0t1dyRUO0GY2iJR","AWS Certified Solutions Architect - Associate 2020","Want to pass the AWS Solutions Architect - Associate Exam? Want to become Amazon Web Services Certified? Do this course!",false,4.5,"200,676","592,106","Ryan Kroonenburg","English","8,640",455,"[{\"Icon\":\"Video\",\"title\":\"18 hours on-demand video\"},{\"Icon\":\"Article\",\"title\":\"3 articles\"},{\"Icon\":\"Download\",\"title\":\"15 downloadable resources\"},{\"Icon\":\"Lifetime\",\"title\":\"Full lifetime access\"},{\"Icon\":\"Mobile\",\"title\":\"Access on mobile and TV\"},{\"Icon\":\"Certificate\",\"title\":\"Certificate of completion\"}]","[\"Pass the AWS Certified Solutions Architect - Associate 2020 Exam\",\"Design Highly Resilient and Scaleable Websites on AWS\",\"Become Intimately Familiar With The AWS Platform\",\"Become Amazon Certified\",\"Become A Cloud Guru\"]","[\"AWS Absolute Beginners. No prior AWS experience necessary\",\"Existing Solutions Architects\",\"Programmers Interested in Deploying Applications on AWS\",\"People interested in hosting highly scaleable, fault tolerant applications (such as Wordpress and Joomla) on the AWS cloud.\"]"
